,avg_income_currency,avg_income_amount,AVG_INCOME_USD,country,rural_urban,remesa_currency,remesa_amount,REMESA_AMOUNT_USD,remesa_freq,REMESA_AMOUNT_REGPERMONTH,remittances_yn,remesa_amount_consent,avg_income_consent,pct_remit_towards_Foodpurchase,pct_remit_towards_Healthexpenses(medicines/medicalconsultation),"pct_remit_towards_ExpensesrelatedtoCOVID-19(protectionsupplies,medicalconsultation,medicines)",pct_remit_towards_Educationexpenses,"pct_remit_towards_Paymentofservices(water,electricity,cable,internet,communication)",pct_remit_towards_Clothesandshoes,pct_remit_towards_Housing(constructionorrepair),pct_remit_towards_Housingrentalfee,pct_remit_towards_Homepurchasefee,pct_remit_towards_Purchaseofagriculturalinputs,pct_remit_towards_Business(trade),pct_remit_towards_Saving,pct_remit_towards_Paymentofcommitmentsofmembersresidingabroad,pct_remit_towards_Paymentofthesender'straveldebt,pct_remit_towards_Paymentofotherdebts,pct_remit_towards_Other
3632,1.0,500.0,500.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3633,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3634,,,,SLV,2,,,,4.0,,1,0.0,0,70.0,30.0,,,,,,,,,,,,,,
3635,1.0,30.0,30.0,SLV,2,1.0,150.0,150.0,3.0,150.0,1,1.0,1,,75.0,,,25.0,,,,,,,,,,,
3636,1.0,250.0,250.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3637,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3638,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3639,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3640,,,,SLV,2,1.0,50.0,50.0,5.0,16.666666666666668,1,1.0,99,25.0,75.0,,,,,,,,,,,,,,
3641,,,,SLV,2,1.0,100.0,100.0,8.0,,1,1.0,99,,100.0,,,,,,,,,,,,,,
3642,1.0,240.0,240.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3643,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3644,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3645,1.0,60.0,60.0,SLV,2,1.0,50.0,50.0,3.0,50.0,1,1.0,1,,,,,,,,,,,,,,,,
3646,1.0,200.0,200.0,SLV,1,1.0,25.0,25.0,5.0,8.333333333333334,1,1.0,1,100.0,,,,,,,,,,,,,,,
3647,1.0,450.0,450.0,SLV,1,1.0,75.0,75.0,4.0,37.5,1,1.0,1,,,,,100.0,,,,,,,,,,,
3648,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3649,1.0,180.0,180.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3650,1.0,375.0,375.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,,,,,,,,,,,,,,,100.0,
3651,1.0,400.0,400.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,100.0,,,,,,,,,,,,,,
3652,1.0,200.0,200.0,SLV,2,1.0,100.0,100.0,3.0,100.0,1,1.0,1,70.0,10.0,,,,,,,,,,,,,,20.0
3653,1.0,150.0,150.0,SLV,2,1.0,50.0,50.0,3.0,50.0,1,1.0,1,80.0,,,,20.0,,,,,,,,,,,
3654,1.0,600.0,600.0,SLV,2,1.0,200.0,200.0,3.0,200.0,1,1.0,1,50.0,,,,40.0,,,,,,10.0,,,,,
3655,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3656,1.0,360.0,360.0,SLV,2,1.0,100.0,100.0,2.0,200.0,1,1.0,1,60.0,,,,40.0,,,,,,,,,,,
3657,1.0,800.0,800.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,75.0,10.0,,,5.0,,,,,,,,,,,
3658,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3659,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3660,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3661,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3662,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3663,1.0,600.0,600.0,SLV,1,,,,3.0,,1,0.0,1,,,,,,,,,,,,,,,,
3664,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3665,1.0,200.0,200.0,SLV,1,,,,7.0,,1,0.0,1,50.0,,,,,,,,,,,,,,,
3666,,,,SLV,1,1.0,100.0,100.0,6.0,16.666666666666668,1,1.0,99,50.0,,,,25.0,,,,,,25.0,,,,,
3667,1.0,200.0,200.0,SLV,1,1.0,50.0,50.0,5.0,16.666666666666668,1,1.0,1,50.0,,,,25.0,,,,,,,25.0,,,,
3668,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3669,1.0,100.0,100.0,SLV,1,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
3670,1.0,600.0,600.0,SLV,1,1.0,300.0,300.0,3.0,300.0,1,1.0,1,,,,,100.0,,,,,,,,,,,
3671,1.0,300.0,300.0,SLV,1,,,,3.0,,1,99.0,1,50.0,10.0,,40.0,,,,,,,,,,,,
3672,,,,SLV,1,,,,3.0,,1,99.0,0,20.0,20.0,,,,,,60.0,,,,,,,,
3673,1.0,600.0,600.0,SLV,1,1.0,300.0,300.0,3.0,300.0,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
3674,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3675,1.0,150.0,150.0,SLV,1,1.0,50.0,50.0,3.0,50.0,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
3676,,,,SLV,1,,,,7.0,,1,0.0,0,,100.0,,,,,,,,,,,,,,
3677,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3678,1.0,50.0,50.0,SLV,1,1.0,50.0,50.0,3.0,50.0,1,1.0,1,100.0,0.0,,,,,,,,,,,,,,
3679,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3680,1.0,275.0,275.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3681,1.0,200.0,200.0,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,1,80.0,20.0,,,,,,,,,,,,,,
3682,2.0,287.0,37.31,HND,2,2.0,287.0,37.31,3.0,37.31,1,1.0,1,90.0,10.0,,,,,,,,,,,,,,
3683,2.0,205.0,26.65,HND,2,,,,1.0,,1,0.0,1,,,,,,,,,,,,,,,,
3684,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3685,,,,HND,1,,,,8.0,,1,0.0,0,100.0,,,,,,,,,,,,,,,
3686,,,,HND,1,,,,8.0,,1,0.0,0,,,,,,,,,,,,,,,,
3687,,,,HND,1,,,,8.0,,1,0.0,0,,,,,,,,,,,,,,,,
3688,,,,HND,2,,,,7.0,,1,0.0,0,100.0,,,,,,,,,,,,,,,
3689,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3690,,,,HND,2,,,,2.0,,1,0.0,99,50.0,10.0,,,40.0,,,,,,,,,,,
3691,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3692,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3693,3.0,325.0,13.325,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3694,3.0,299.0,12.259,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3695,3.0,65.0,2.665,GT,1,1.0,150.0,150.0,7.0,12.5,1,1.0,1,,,,,,,100.0,,,,,,,,,
3696,,,,GT,1,,,,99.0,,1,0.0,99,50.0,25.0,,,25.0,,,,,,,,,,,
3697,3.0,104.0,4.264,GT,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,100.0,,,,,,,,,,,,,,
3698,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3699,3.0,65.0,2.665,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3700,,,,GT,1,,,,2.0,,1,0.0,0,50.0,,,,,,,,,,,50.0,,,,
3701,,,,GT,1,,,,2.0,,1,0.0,0,50.0,,,,,,,,,,,50.0,,,,
3702,3.0,650.0,26.65,GT,1,1.0,5000.0,5000.0,3.0,5000.0,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
3703,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3704,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3705,3.0,26.0,1.066,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3706,2.0,738.0,95.94,HND,2,2.0,188.6,24.518,3.0,24.518,1,1.0,1,60.0,,,20.0,,,,20.0,,,,,,,,
3707,,,,HND,2,2.0,205.0,26.65,3.0,26.65,1,1.0,99,60.0,20.0,,,20.0,,,,,,,,,,,
3708,2.0,0.82,0.1066,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3709,2.0,82.0,10.66,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3710,,,,HND,2,2.0,287.0,37.31,1.0,160.433,1,1.0,99,40.0,,,,30.0,,,,,,30.0,,,,,
3711,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3712,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3713,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3714,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3715,3.0,520.0,21.32,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3716,3.0,234.0,9.594,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3717,3.0,910.0,37.31,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3718,3.0,1040.0,42.64,GT,2,1.0,200.0,200.0,5.0,66.66666666666667,1,1.0,1,,,,,,,,,,,,,,,,
3719,3.0,975.0,39.975,GT,2,1.0,1000.0,1000.0,4.0,500.0,1,1.0,1,,,,,,,,,,,,,,,,
3720,3.0,455.0,18.655,GT,2,1.0,500.0,500.0,3.0,500.0,1,1.0,1,50.0,25.0,,,25.0,,,,,,,,,,,
3721,3.0,1235.0,50.635000000000005,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3722,2.0,131.2,17.055999999999997,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3723,,,,HND,1,,,,3.0,,1,0.0,0,50.0,50.0,,,,,,,,,,,,,,
3724,2.0,336.2,43.706,HND,1,2.0,102.5,13.325,5.0,4.441666666666667,1,1.0,1,,100.0,,,,,,,,,,,,,,
3725,2.0,164.0,21.32,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3726,,,,HND,1,2.0,90.2,11.726,5.0,3.908666666666667,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
3727,,,,HND,1,2.0,90.2,11.726,6.0,1.9543333333333333,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
3728,2.0,123.0,15.99,HND,1,2.0,49.2,6.396000000000001,4.0,3.1980000000000004,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
3729,2.0,287.0,37.31,HND,1,2.0,49.2,6.396000000000001,1.0,27.5028,1,1.0,1,100.0,,,,,,,,,,,,,,,
3730,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3731,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3732,,,,GT,2,3.0,156.0,6.396,5.0,2.132,1,1.0,99,60.0,,,30.0,10.0,,,,,,,,,,,
3733,,,,GT,2,,,,3.0,,1,99.0,99,50.0,,,50.0,,,,,,,,,,,,
3734,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3735,3.0,390.0,15.99,GT,2,3.0,260.0,10.66,3.0,10.66,1,1.0,1,60.0,,,,20.0,20.0,,,,,,,,,,
3736,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3737,3.0,390.0,15.99,GT,2,3.0,390.0,15.99,3.0,15.99,1,1.0,1,20.0,70.0,,,10.0,,,,,,,,,,,
3738,3.0,910.0,37.31,GT,2,3.0,325.0,13.325,4.0,6.6625000000000005,1,1.0,1,30.0,60.0,,,10.0,,,,,,,,,,,
3739,3.0,780.0,31.98,GT,2,3.0,195.0,7.995,4.0,3.9975,1,1.0,1,60.0,,,,30.0,10.0,,,,,,,,,,
3740,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3741,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3742,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3743,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3744,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3745,3.0,143.0,5.863,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3746,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3747,3.0,123.5,5.0635,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3748,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3749,3.0,104.0,4.264,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3750,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3751,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3752,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3753,3.0,208.0,8.528,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3754,3.0,182.0,7.462000000000001,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3755,3.0,253.5,10.3935,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3756,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3757,3.0,39.0,1.599,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3758,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3759,3.0,117.0,4.797000000000001,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3760,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3761,,,,GT,2,1.0,1000.0,1000.0,5.0,333.3333333333333,1,1.0,0,100.0,,,,,,,,,,,,,,,
3762,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3763,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3764,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3765,,,,GT,2,1.0,50.0,50.0,5.0,16.666666666666668,1,1.0,0,25.0,,,,,,,,,,,,,,,
3766,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3767,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3768,3.0,117.0,4.797000000000001,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3769,3.0,676.0,27.716,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3770,3.0,201.5,8.2615,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3771,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3772,,,,HND,2,,,,3.0,,1,0.0,99,,,,,,,,,,,,,,,,
3773,,,,HND,2,,,,3.0,,1,0.0,0,,,,,,,,,,,,,,,,
3774,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3775,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3776,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3777,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3778,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3779,3.0,585.0,23.985,GT,2,3.0,182.0,7.462000000000001,4.0,3.731,1,1.0,1,50.0,25.0,25.0,,,,,,,,,,,,,
3780,3.0,169.0,6.929,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3781,,,,GT,2,,,,5.0,,1,0.0,0,50.0,,,,50.0,,,,,,,,,,,
3782,3.0,156.0,6.396,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3783,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3784,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3785,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3786,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3787,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3788,2.0,918.4,119.392,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3789,2.0,492.0,63.96,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3790,,,,GT,2,,,,5.0,,1,99.0,99,25.0,75.0,,,,,,,,,,,,,,
3791,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3792,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3793,,,,GT,2,,,,6.0,,1,99.0,99,50.0,,,20.0,30.0,,,,,,,,,,,
3794,3.0,1950.0,79.95,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3795,,,,HND,2,,,,2.0,,1,0.0,0,,,,,,,,,,,,,,,,
3796,,,,HND,2,,,,2.0,,1,0.0,0,35.0,20.0,,,,,,,,,,,,,,
3797,,,,HND,2,,,,2.0,,1,99.0,99,15.0,,,,25.0,,,,,,,60.0,,,,
3798,3.0,156.0,6.396,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3799,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3800,,,,GT,2,3.0,195.0,7.995,6.0,1.3325,1,1.0,0,80.0,,,,20.0,,,,,,,,,,,
3801,3.0,78.0,3.198,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3802,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3803,3.0,520.0,21.32,GT,2,3.0,520.0,21.32,2.0,42.64,1,1.0,1,25.0,,,,,,,,,,,75.0,,,,
3804,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3805,3.0,1040.0,42.64,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3806,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3807,3.0,325.0,13.325,GT,2,3.0,97.5,3.9975,3.0,3.9975,1,1.0,1,75.0,,25.0,,,,,,,,,,,,,
3808,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3809,3.0,208.0,8.528,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3810,3.0,39.0,1.599,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3811,3.0,26.0,1.066,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3812,3.0,52.0,2.132,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3813,2.0,1025.0,133.25,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3814,2.0,205.0,26.65,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3815,2.0,820.0,106.6,HND,2,1.0,500.0,500.0,3.0,500.0,1,1.0,1,30.0,50.0,,,,,,,,,,20.0,,,,
3816,3.0,390.0,15.99,GT,2,3.0,91.0,3.731,3.0,3.731,1,1.0,1,,,,,,,,,,,,,,,,
3817,3.0,169.0,6.929,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3818,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3819,3.0,650.0,26.65,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3820,3.0,650.0,26.65,GT,2,3.0,130.0,5.33,5.0,1.7766666666666666,1,1.0,1,,100.0,,,,,,,,,,,,,,
3821,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3822,3.0,650.0,26.65,GT,2,3.0,195.0,7.995,6.0,1.3325,1,1.0,1,50.0,25.0,,,,25.0,,,,,,,,,,
3823,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3824,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3825,3.0,136.5,5.5965,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3826,3.0,780.0,31.98,GT,2,3.0,195.0,7.995,5.0,2.665,1,1.0,1,60.0,,,,40.0,,,,,,,,,,,
3827,3.0,364.0,14.924,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3828,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3829,3.0,52.0,2.132,GT,2,3.0,39.0,1.599,8.0,,1,1.0,1,30.0,50.0,,,,,,,20.0,,,,,,,
3830,2.0,102.5,13.325,HND,1,1.0,150.0,150.0,4.0,75.0,1,1.0,1,,,,,,,,,,,,,,,,
3831,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3832,2.0,102.5,13.325,HND,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,,,,,,,,,,,,,,,
3833,2.0,123.0,15.99,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3834,,,,HND,2,2.0,102.5,13.325,3.0,13.325,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
3835,,,,HND,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3836,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3837,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3838,2.0,246.0,31.98,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3839,2.0,246.0,31.98,HND,2,,,,8.0,,1,99.0,1,,,,,,,,,,,,,,,,
3840,3.0,182.0,7.462000000000001,GT,2,3.0,130.0,5.33,3.0,5.33,1,1.0,1,50.0,,,,,50.0,,,,,,,,,,
3841,1.0,240.0,240.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3842,1.0,300.0,300.0,SLV,1,1.0,200.0,200.0,4.0,100.0,1,1.0,1,80.0,,,,20.0,10.0,,,,,,,,,,
3843,,,,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,99,,80.0,,,,,,,,,,,,,,30.0
3844,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3845,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3846,,,,SLV,1,,,,6.0,,1,99.0,99,,100.0,,,,,,,,,,,,,,
3847,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3848,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3849,,,,SLV,1,1.0,150.0,150.0,3.0,150.0,1,1.0,0,25.0,,,,50.0,,,,,,,,25.0,,,
3850,,,,SLV,1,,,,6.0,,1,0.0,99,35.0,15.0,,,50.0,,,,,,,,,,,
3851,1.0,288.0,288.0,SLV,1,,,,4.0,,1,,1,,,,,,,,,,,,,,,,
3852,1.0,300.0,300.0,HND,1,2.0,149.117,19.38521,2.0,38.77042,1,1.0,1,50.0,40.0,,,10.0,,,,,,,,,,,
3853,1.0,100.0,100.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,,100.0,,,,,,,,,,,,,,
3854,1.0,120.0,120.0,SLV,1,1.0,100.0,100.0,8.0,,1,1.0,1,50.0,20.0,,,30.0,,,,,,,,,,,
3855,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3856,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3857,,,,HND,1,,,,8.0,,1,0.0,99,,,,,,,,,,,,,,,,
3858,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3859,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3860,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3861,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3862,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3863,1.0,35.0,35.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3864,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3865,1.0,70.0,70.0,SLV,1,1.0,50.0,50.0,7.0,4.166666666666667,1,1.0,1,100.0,,,,,,,,,,,,,,,
3866,1.0,180.0,180.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3867,1.0,50.0,50.0,SLV,1,1.0,50.0,50.0,3.0,50.0,1,1.0,1,30.0,,,,70.0,,,,,,,,,,,
3868,3.0,364.0,14.924,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3869,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3870,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3871,3.0,130.0,5.33,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3872,3.0,650.0,26.65,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3873,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3874,3.0,650.0,26.65,GT,2,3.0,260.0,10.66,3.0,10.66,1,1.0,1,50.0,,,,25.0,,25.0,,,,,,,,,
3875,3.0,130.0,5.33,GT,2,3.0,130.0,5.33,4.0,2.665,1,1.0,1,,,,,,,,,,,,,,,,
3876,3.0,260.0,10.66,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3877,3.0,650.0,26.65,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3878,,,,HND,2,1.0,90.0,90.0,1.0,387.0,1,1.0,99,24.0,,,66.0,,,,20.0,,,,,,,,
3879,2.0,410.0,53.3,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3880,2.0,184.5,23.985,HND,1,2.0,41.0,5.33,7.0,0.4441666666666666,1,1.0,1,100.0,,,,,,,,,,,,,,,
3881,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3882,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3883,2.0,10.25,1.3325,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3884,3.0,117.0,4.797000000000001,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3885,3.0,325.0,13.325,GT,2,,,,3.0,,1,0.0,1,100.0,,,,,,,,,,,,,,,
3886,3.0,364.0,14.924,GT,2,3.0,104.0,4.264,3.0,4.264,1,1.0,1,50.0,,,,,50.0,,,,,,,,,,
3887,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3888,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3889,2.0,41.0,5.33,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3890,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3891,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3892,2.0,82.0,10.66,HND,1,2.0,49.2,6.396000000000001,4.0,3.1980000000000004,1,1.0,1,100.0,,,,,,,,,,,,,,,
3893,2.0,61.5,7.995,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3894,2.0,123.0,15.99,HND,1,2.0,65.6,8.527999999999999,9.0,,1,1.0,1,100.0,,,,,,,,,,,,,,,
